,tweets,id,len,date,source,likes,retweets,sentiment
166,Selena Gomez is back in full force.  https://t.co/duUXGyQBa7,1193591029548691458,60,2019-11-10 18:07:31,SocialFlow,168,26,1
167,The theme for the 2020 #MetGala and @metmuseum Costume Institute exhibition is finally here. https://t.co/T0Ud5LeegQ,1193585910799048709,116,2019-11-10 17:47:11,SocialFlow,57,10,0
168,"Björk is not averse to luxury—but she is best known for supporting “indie” brands, especially those that are explor… https://t.co/2oeT3ITnG0",1193580374674362374,140,2019-11-10 17:25:11,SocialFlow,208,44,1
169,Here's what happened when we spent the day with Megan @theeStallion. https://t.co/w6kAEqxXh2,1193575067919298560,92,2019-11-10 17:04:06,SocialFlow,53,7,-1
170,Jewel-encrusted tresses and sapphire-toned brows starred on Instagram feeds this past week. https://t.co/L2dUI8ez4J,1193569900897427456,115,2019-11-10 16:43:34,SocialFlow,77,10,-1
171,".@shaymitch welcomed her first child, Atlas, with her longtime partner Matte Babel last month. Here, the actress an… https://t.co/w5U3A1l2Ph",1193564776024170496,140,2019-11-10 16:23:12,SocialFlow,131,7,1
172,.@ImaanHammam's latest beauty look played up her gorgeous curls. https://t.co/2BRHnegkzR,1193559294010105856,88,2019-11-10 16:01:25,SocialFlow,76,13,1
173,".@Beck's new Dev Hynes-directed music video features memorable and stylish appearances by @TessaThompson_x,… https://t.co/4EPrYUGZP4",1193554201038774273,132,2019-11-10 15:41:11,SocialFlow,200,23,1
174,Everyone’s ensembles testified to designer Sarah Burton’s continuation of McQueen’s legacy and her own genius.  https://t.co/i6zaCs7pyI,1193549132461465600,135,2019-11-10 15:21:02,SocialFlow,90,18,1
175,"The year's memorable movie style happens to be totally wearable, and perfect for Halloween. https://t.co/q4vSK50wKc",1193543636119674882,115,2019-11-10 14:59:12,SocialFlow,51,5,1
176,".@shaymitch welcomed her first child, Atlas, with her longtime partner Matte Babel last month. Here, the actress an… https://t.co/VrVKnTA9WJ",1193538211152306176,140,2019-11-10 14:37:39,SocialFlow,160,15,1
177,Watch what happened when December cover star Phoebe Waller-Bridge answered #73Questions. https://t.co/U8ME1rvEeD,1193532920591503360,112,2019-11-10 14:16:37,SocialFlow,91,11,0
178,It's time to dig out your cropped fuzzy sweater. https://t.co/tFAO6AFXeT,1193527735970336768,72,2019-11-10 13:56:01,SocialFlow,110,10,0
179,How to vacation like Princess Margaret. https://t.co/Qi38OjijZ8,1193522655195992066,63,2019-11-10 13:35:50,SocialFlow,82,13,0
180,.@taylormariehill contrasted her sleek tuxedo with a romantic beauty look. https://t.co/6Rg4LlcGHE,1193517375485882368,98,2019-11-10 13:14:51,SocialFlow,66,8,0
181,"“Clean eating”, “mindfulness”, “simplicity”? Princess Margaret doesn’t know them. https://t.co/yaapZtMALy",1193512254265810944,105,2019-11-10 12:54:30,SocialFlow,181,25,1
182,"The best–and most comfortable–fall work shoes to choose from, hand picked by Vogue editors. https://t.co/q3MAkxMxvb",1193506876169883648,115,2019-11-10 12:33:08,SocialFlow,58,7,1
183,Did you know that Phoebe Waller-Bridge auditioned for Downton Abbey? https://t.co/9gvL4lR8YR,1193501481418272768,92,2019-11-10 12:11:42,SocialFlow,61,5,0
184,"Ruthlessly uncensored, outrageously hilarious, December cover star Phoebe Waller-Bridge has become everyone’s favor… https://t.co/vosSJRLWEM",1193496187690737664,140,2019-11-10 11:50:39,SocialFlow,74,11,-1
185,"Ruthlessly uncensored, outrageously hilarious, December cover star Phoebe Waller-Bridge has become everyone’s favor… https://t.co/Tkc1vMiqYq",1193490979438972928,140,2019-11-10 11:29:58,SocialFlow,64,15,-1
186,"Wondering where you can find the perfect sweater, jeans, or boots? Look no further than our editor-approved guide. https://t.co/2oXV543Ukx",1193485743412396032,138,2019-11-10 11:09:09,SocialFlow,124,13,1
187,Princess Margaret's morning routine is a self-indulgent dream. https://t.co/2ETD8P92bc,1193480547810627586,86,2019-11-10 10:48:31,SocialFlow,92,17,0
188,3 lesser-travelled towns on the Amalfi Coast—an insider's guide: https://t.co/89eoLFWHKz,1193475411713445888,88,2019-11-10 10:28:06,SocialFlow,88,9,0
189,A new fine-jewelry line puts @SerenaWilliams’s love of all that glitters on center court. https://t.co/VYQX55ONp9,1193470270423666688,113,2019-11-10 10:07:40,SocialFlow,82,12,1
190,Katie Holmes pulls off the seasonal slip dress with ease. https://t.co/dthkjRHBpj,1193465116509065216,81,2019-11-10 09:47:11,SocialFlow,74,14,0
191,"Hello, sweater weather. https://t.co/ZTpbYqpcC7",1193459748345176064,47,2019-11-10 09:25:52,SocialFlow,91,17,0
192,The space hasn't been available to view since 1866. https://t.co/BXl67SuEjB,1193454319993053184,75,2019-11-10 09:04:17,SocialFlow,109,15,1
193,The sale of Barneys New York to Authentic Brand Group and B. Riley is complete. https://t.co/PtaKrenrRj,1193448903733063681,103,2019-11-10 08:42:46,SocialFlow,45,12,1
194,She put a modern take on office attire. https://t.co/7HIGI7Aort,1193443789408526337,63,2019-11-10 08:22:27,SocialFlow,110,23,1
195,It's all about their Instagram accounts. https://t.co/n42jbOy155,1193438666850537474,64,2019-11-10 08:02:05,SocialFlow,60,6,0
196,How many have you seen? https://t.co/Ys7QbkEBCM,1193433201492025344,47,2019-11-10 07:40:22,SocialFlow,136,13,1
197,Need something new to watch? Here is our guide to the best TV of 2019 (so far). https://t.co/hSxamQBcOr,1193427991646408704,103,2019-11-10 07:19:40,SocialFlow,67,10,1
198,How much should you spend on a wedding gift? https://t.co/4ZRjrWeF7K,1193422603177910272,68,2019-11-10 06:58:15,SocialFlow,45,8,1
199,Put Panama on your travel list this year. https://t.co/on5wj2VDg7,1193417298100596736,65,2019-11-10 06:37:11,SocialFlow,132,36,0
